recipient_key	recipient_name	ticker	basis	evidence	confirmed_at
93fb1b1c-53e8-fc01-bcb6-b6a7af1273b1-C	BOOZ ALLEN HAMILTON ENGINEERING SERVICES, LLC	BAH	parent-name	SAM.gov parent 'BOOZ ALLEN HAMILTON HOLDING CORPORATION' matches SEC issuer 'Booz Allen Hamilton Holding Corp' (BAH); subsidiary 'BOOZ ALLEN HAMILTON ENGINEERING SERVICES, LLC' per SAM.gov hierarchy; brand-consistent subsidiary name ('BOOZ ALLEN HAMILTON ENGINEERING SERVICES, LLC' carries issuer brand)	2026-07-18
953b6e49-f189-0070-008e-9abed09925ac-C	HONEYWELL AEROSPACE YEOVIL	HON	parent-name	SAM.gov parent 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON); subsidiary 'HONEYWELL AEROSPACE YEOVIL' per SAM.gov hierarchy; brand-consistent subsidiary name ('HONEYWELL AEROSPACE YEOVIL' carries issuer brand)	2026-07-18
963017a4-7c44-8029-c07b-ea24185fdc8a-C	BLACKROCK FINANCIAL MANAGEMENT INC	BLK	parent-name	SAM.gov parent 'BLACKROCK, INC.' matches SEC issuer 'BlackRock, Inc.' (BLK); subsidiary 'BLACKROCK FINANCIAL MANAGEMENT INC' per SAM.gov hierarchy; brand-consistent subsidiary name ('BLACKROCK FINANCIAL MANAGEMENT INC' carries issuer brand)	2026-07-18
9657d2d6-ea0a-6d43-d3d2-56f93a9384af-C	HONEYWELL INTERNATIONAL INC.	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
9bca02d6-dc64-52ba-4d3e-bc5b38b1f6a5-C	CATERPILLAR INC	CAT	own-name	Recipient name 'CATERPILLAR INC' matches SEC issuer 'CATERPILLAR INC' (CAT)	2026-07-18
9c282e38-d785-86bf-6733-2065159b2919-C	JOHNSON CONTROLS, INC	JCI	own-name	Recipient name 'JOHNSON CONTROLS, INC' matches SEC issuer 'Johnson Controls International plc' (JCI)	2026-07-18
9ca06d06-287d-7bc5-0748-b773d09f12eb-C	T-MOBILE USA, INC.	TMUS	own-name	Recipient name 'T-MOBILE USA, INC.' matches SEC issuer 'T-Mobile US, Inc.' (TMUS)	2026-07-18
9e483c5d-7352-28b3-89dd-33052a121331-C	CUMMINS POWER GENERATION INC.	CMI	parent-name	SAM.gov parent 'CUMMINS INC.' matches SEC issuer 'CUMMINS INC' (CMI); subsidiary 'CUMMINS POWER GENERATION INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('CUMMINS POWER GENERATION INC.' carries issuer brand)	2026-07-18
9ef0f53f-0e5b-4a26-6aed-27fc8e2f4788-C	CAREDX, INC.	CDNA	own-name	Recipient name 'CAREDX, INC.' matches SEC issuer 'CareDx, Inc.' (CDNA)	2026-07-18
a033f445-de74-654e-59d9-ea1a2f61fb73-C	MSCI INC	MSCI	own-name	Recipient name 'MSCI INC' matches SEC issuer 'MSCI Inc.' (MSCI)	2026-07-18
a1ed8c29-7fb0-6b9f-864b-ea1c77e08891-C	HOST HOTELS & RESORTS LP	HST	own-name	Recipient name 'HOST HOTELS & RESORTS LP' matches SEC issuer 'HOST HOTELS & RESORTS, INC.' (HST)	2026-07-18
a32ad0b3-979f-4fbe-900f-5d0232368bbd-C	EQUIFAX INFORMATION SERVICES LLC	EFX	parent-name	SAM.gov parent 'EQUIFAX INC' matches SEC issuer 'EQUIFAX INC' (EFX); subsidiary 'EQUIFAX INFORMATION SERVICES LLC' per SAM.gov hierarchy; brand-consistent subsidiary name ('EQUIFAX INFORMATION SERVICES LLC' carries issuer brand)	2026-07-18
a3374bb6-88f5-88cf-3bdb-b4c6d825fd98-C	LOCKHEED MARTIN CORP	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORP' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
a3d96349-e421-0c3b-e82c-c8b235732d69-C	KEYSIGHT TECHNOLOGIES, INC.	KEYS	own-name	Recipient name 'KEYSIGHT TECHNOLOGIES, INC.' matches SEC issuer 'Keysight Technologies, Inc.' (KEYS)	2026-07-18
a6504795-f2b9-5f80-a0b8-c1cb5899212e-C	BLACKROCK INSTITUTIONAL TRUST COMPANY NATIONAL ASSOCIATION	BLK	parent-name	SAM.gov parent 'BLACKROCK, INC.' matches SEC issuer 'BlackRock, Inc.' (BLK); subsidiary 'BLACKROCK INSTITUTIONAL TRUST COMPANY NATIONAL ASSOCIATION' per SAM.gov hierarchy; brand-consistent subsidiary name ('BLACKROCK INSTITUTIONAL TRUST COMPANY NATIONAL ASSOCIATION' carries issuer brand)	2026-07-18
a756c2b0-8906-ba0d-e0bb-cca92a88ee2f-C	HP INC.	HPQ	own-name	Recipient name 'HP INC.' matches SEC issuer 'HP INC' (HPQ)	2026-07-18
a81c9133-71d7-9646-43d5-eb0e55cd73cc-C	BIO-RAD LABORATORIES, INC.	BIO	own-name	Recipient name 'BIO-RAD LABORATORIES, INC.' matches SEC issuer 'BIO-RAD LABORATORIES, INC.' (BIO)	2026-07-18
a8e90c7c-8175-41a5-b841-5b038f67a07d-C	UNITED PARCEL SERVICE CO.	UPS	own-name	Recipient name 'UNITED PARCEL SERVICE CO.' matches SEC issuer 'UNITED PARCEL SERVICE INC' (UPS)	2026-07-18
ab05ceb2-d750-3470-0575-3ffe0d9cc616-C	HONEYWELL INTERNATIONAL INC	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
ad35c12e-7105-a0e3-d98a-5918beef4c6a-C	KEYSIGHT TECHNOLOGIES INC	KEYS	own-name	Recipient name 'KEYSIGHT TECHNOLOGIES INC' matches SEC issuer 'Keysight Technologies, Inc.' (KEYS)	2026-07-18
afd3aa9a-cbaa-9be4-1ddb-7b2690601c48-C	VERACYTE, INC.	VCYT	own-name	Recipient name 'VERACYTE, INC.' matches SEC issuer 'VERACYTE, INC.' (VCYT)	2026-07-18
b2d89a5f-9cb0-1d9e-ced9-0d379873ccf1-C	GENERAL DYNAMICS MISSION SYSTEMS, INC.	GD	parent-name	SAM.gov parent 'GENERAL DYNAMICS CORP' matches SEC issuer 'GENERAL DYNAMICS CORP' (GD); subsidiary 'GENERAL DYNAMICS MISSION SYSTEMS, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('GENERAL DYNAMICS MISSION SYSTEMS, INC.' carries issuer brand)	2026-07-18
b4b8c717-7458-45ff-103c-4a7453207027-C	ROCKWELL AUTOMATION, INC.	ROK	own-name	Recipient name 'ROCKWELL AUTOMATION, INC.' matches SEC issuer 'ROCKWELL AUTOMATION, INC' (ROK)	2026-07-18
b5efc906-dc09-c632-df80-da2973e64153-C	MOTOROLA SOLUTIONS, INC.	MSI	own-name	Recipient name 'MOTOROLA SOLUTIONS, INC.' matches SEC issuer 'Motorola Solutions, Inc.' (MSI)	2026-07-18
b97d19b0-833c-8d8f-3a2c-157d04ea55ef-C	LOCKHEED MARTIN CORP	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORP' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
bb71d7cd-d3e5-e496-6896-4d4005925f76-C	GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.	GD	parent-name	SAM.gov parent 'GENERAL DYNAMICS CORP' matches SEC issuer 'GENERAL DYNAMICS CORP' (GD); subsidiary 'GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.' carries issuer brand)	2026-07-18
bba3f7fd-f185-9f3b-8985-e8ea6bd3253e-C	S&P GLOBAL MARKET INTELLIGENCE LLC	SPGI	parent-name	SAM.gov parent 'S&P GLOBAL INC.' matches SEC issuer 'S&P Global Inc.' (SPGI); subsidiary 'S&P GLOBAL MARKET INTELLIGENCE LLC' per SAM.gov hierarchy; brand-consistent subsidiary name ('S&P GLOBAL MARKET INTELLIGENCE LLC' carries issuer brand)	2026-07-18
bd24e068-bcad-bd3f-24c2-233dee816bd1-C	CUMMINS INC.	CMI	own-name	Recipient name 'CUMMINS INC.' matches SEC issuer 'CUMMINS INC' (CMI)	2026-07-18
be01076d-a1f9-6fed-33a7-be78e0546da3-C	JOHNSON CONTROLS, INC.	JCI	own-name	Recipient name 'JOHNSON CONTROLS, INC.' matches SEC issuer 'Johnson Controls International plc' (JCI)	2026-07-18
bf49f582-79fa-4760-a1cd-930e9bd9fc96-C	EQUIFAX WORKFORCE SOLUTIONS LLC	EFX	parent-name	SAM.gov parent 'EQUIFAX INC' matches SEC issuer 'EQUIFAX INC' (EFX); subsidiary 'EQUIFAX WORKFORCE SOLUTIONS LLC' per SAM.gov hierarchy; brand-consistent subsidiary name ('EQUIFAX WORKFORCE SOLUTIONS LLC' carries issuer brand)	2026-07-18
bf96e834-1074-5989-1c37-234bbff65d0e-C	SYSCO LAS VEGAS INC	SYY	parent-name	SAM.gov parent 'SYSCO CORP' matches SEC issuer 'SYSCO CORP' (SYY); subsidiary 'SYSCO LAS VEGAS INC' per SAM.gov hierarchy; brand-consistent subsidiary name ('SYSCO LAS VEGAS INC' carries issuer brand)	2026-07-18
c26fd0ee-9777-5d09-8189-a9b89ea1ece5-C	IRON MOUNTAIN INFORMATION MANAGEMENT LLC	IRM	parent-name	SAM.gov parent 'IRON MOUNTAIN INCORPORATED' matches SEC issuer 'IRON MOUNTAIN INC' (IRM); subsidiary 'IRON MOUNTAIN INFORMATION MANAGEMENT LLC' per SAM.gov hierarchy; brand-consistent subsidiary name ('IRON MOUNTAIN INFORMATION MANAGEMENT LLC' carries issuer brand)	2026-07-18
c7d92acb-5e8f-b082-a677-a914ade01512-C	INTEGRA LIFESCIENCES CORPORATION	IART	own-name	Recipient name 'INTEGRA LIFESCIENCES CORPORATION' matches SEC issuer 'INTEGRA LIFESCIENCES HOLDINGS CORP' (IART)	2026-07-18
c80dfd00-42cb-8a42-b4b3-bcf5a5fd31b0-C	GENERAL DYNAMICS OTS (DRI), INC.	GD	parent-name	SAM.gov parent 'GENERAL DYNAMICS CORP' matches SEC issuer 'GENERAL DYNAMICS CORP' (GD); subsidiary 'GENERAL DYNAMICS OTS (DRI), INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('GENERAL DYNAMICS OTS (DRI), INC.' carries issuer brand)	2026-07-18
c91e0c78-c5d5-8ebc-6909-7c63ed78a275-C	HONEYWELL INTERNATIONAL INC.	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
c951b7db-49ea-ae71-ff2b-954383df8043-C	CUMMINS INC.	CMI	own-name	Recipient name 'CUMMINS INC.' matches SEC issuer 'CUMMINS INC' (CMI)	2026-07-18
cae13eb7-b259-520c-9ae0-a46eb3ea2acd-C	INTERNATIONAL BUSINESS MACHINES CORPORATION	IBM	own-name	Recipient name 'INTERNATIONAL BUSINESS MACHINES CORPORATION' matches SEC issuer 'INTERNATIONAL BUSINESS MACHINES CORP' (IBM)	2026-07-18
cc38608d-009f-b679-f6ee-e392b17dc79d-C	ABBOTT LABORATORIES INC.	ABT	own-name	Recipient name 'ABBOTT LABORATORIES INC.' matches SEC issuer 'ABBOTT LABORATORIES' (ABT)	2026-07-18
ccff8bad-982e-9119-4b69-3802144f95d7-C	GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.	GD	parent-name	SAM.gov parent 'GENERAL DYNAMICS CORP' matches SEC issuer 'GENERAL DYNAMICS CORP' (GD); subsidiary 'GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.' carries issuer brand)	2026-07-18
cdcd697e-f17e-ff7e-2450-77a61fc69842-C	AMAZON.COM LLC	AMZN	own-name	Recipient name 'AMAZON.COM LLC' matches SEC issuer 'AMAZON COM INC' (AMZN)	2026-07-18
ceb32173-4900-91c2-280a-acdfbd574d2a-C	LOCKHEED MARTIN COHERENT TECHNOLOGIES, INC.	LMT	parent-name	SAM.gov parent 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT); subsidiary 'LOCKHEED MARTIN COHERENT TECHNOLOGIES, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('LOCKHEED MARTIN COHERENT TECHNOLOGIES, INC.' carries issuer brand)	2026-07-18
cfa69943-4319-c761-8159-2e052a8ccff3-C	AT&T CORP.	T	own-name	Recipient name 'AT&T CORP.' matches SEC issuer 'AT&T INC.' (T)	2026-07-18
cfac3ae1-5dbb-bba6-80af-36f438addf14-C	UNITED AIRLINES, INC.	UAL	own-name	Recipient name 'UNITED AIRLINES, INC.' matches SEC issuer 'United Airlines Holdings, Inc.' (UAL)	2026-07-18
cfdb99d6-7cee-3d75-33a3-219241d6fc30-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
d20eacf8-741d-728c-6b73-bddb892d5800-C	HONEYWELL INTERNATIONAL INC.	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
d49f36ae-b747-42e3-5257-6787a69e51e9-C	DELL MARKETING L.P.	DELL	parent-name	SAM.gov parent 'DELL TECHNOLOGIES INC.' matches SEC issuer 'Dell Technologies Inc.' (DELL); subsidiary 'DELL MARKETING L.P.' per SAM.gov hierarchy; brand-consistent subsidiary name ('DELL MARKETING L.P.' carries issuer brand)	2026-07-18
d644eb31-6dae-c244-e41a-613f1b0e01c3-C	BIO RAD LABORATORIES INC	BIO	own-name	Recipient name 'BIO RAD LABORATORIES INC' matches SEC issuer 'BIO-RAD LABORATORIES, INC.' (BIO)	2026-07-18
d71e3181-5dd2-4be8-2540-38d626163a79-C	UNITED RENTALS, INC.	URI	own-name	Recipient name 'UNITED RENTALS, INC.' matches SEC issuer 'UNITED RENTALS, INC.' (URI)	2026-07-18
d740322e-a72b-3070-4a22-597b01b2f0bf-C	S&P GLOBAL INC.	SPGI	own-name	Recipient name 'S&P GLOBAL INC.' matches SEC issuer 'S&P Global Inc.' (SPGI)	2026-07-18
d96f3486-0fa5-045a-5da7-9cffc0b4a114-C	AT&T ENTERPRISES, LLC	T	own-name	Recipient name 'AT&T ENTERPRISES, LLC' matches SEC issuer 'AT&T INC.' (T)	2026-07-18
dcd8d510-c4ee-88b7-077f-1c6c54b3e45f-C	JOHNSON CONTROLS, INC.	JCI	own-name	Recipient name 'JOHNSON CONTROLS, INC.' matches SEC issuer 'Johnson Controls International plc' (JCI)	2026-07-18
dd15f363-15bc-f5a0-bec1-6c8ee142ed94-C	ONE GAS INC	OGS	own-name	Recipient name 'ONE GAS INC' matches SEC issuer 'ONE Gas, Inc.' (OGS)	2026-07-18
de388c19-a8c4-1547-ce0f-e99b8ac74b44-C	EDWARDS LIFESCIENCES LLC	EW	own-name	Recipient name 'EDWARDS LIFESCIENCES LLC' matches SEC issuer 'Edwards Lifesciences Corp' (EW)	2026-07-18
df00cf41-7461-bcb8-3bca-18eba4fff18c-C	CUMMINS INC.	CMI	own-name	Recipient name 'CUMMINS INC.' matches SEC issuer 'CUMMINS INC' (CMI)	2026-07-18
df147a2e-58a8-344a-b760-8618a5370cbb-C	JONES LANG LASALLE AMERICAS, INC.	JLL	own-name	Recipient name 'JONES LANG LASALLE AMERICAS, INC.' matches SEC issuer 'JONES LANG LASALLE INC' (JLL)	2026-07-18
e124b55b-be9e-afa5-19f4-302e6896ad46-C	TE CONNECTIVITY CORPORATION	TEL	own-name	Recipient name 'TE CONNECTIVITY CORPORATION' matches SEC issuer 'TE Connectivity plc' (TEL)	2026-07-18
e21a16e9-3b0d-87a1-11ef-cd3ed20ae500-C	HONEYWELL INTERNATIONAL INC.	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
e486a3f0-e0a7-0aa5-952e-f71fdab96ce8-C	UNITED RENTALS NORTH AMERICA INC	URI	own-name	Recipient name 'UNITED RENTALS NORTH AMERICA INC' matches SEC issuer 'UNITED RENTALS, INC.' (URI)	2026-07-18
e6a914e0-2eaa-1b0c-17a3-669d0d2ed9aa-C	HONEYWELL INTERNATIONAL INC.	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
e9d6860f-30dc-4d28-51a0-3b3f5e37cec7-C	TE CONNECTIVITY CORPORATION	TEL	own-name	Recipient name 'TE CONNECTIVITY CORPORATION' matches SEC issuer 'TE Connectivity plc' (TEL)	2026-07-18
ea75ddee-2d00-ac7f-5e72-6f42d7c88c8c-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
ebe6041c-c99b-fb52-193d-1d9ad18e645e-C	GARTNER, INC.	IT	own-name	Recipient name 'GARTNER, INC.' matches SEC issuer 'GARTNER INC' (IT)	2026-07-18
ecc87e38-8e85-f135-37c2-b249ce14c768-C	JONES LANG LASALLE AMERICAS, INC.	JLL	own-name	Recipient name 'JONES LANG LASALLE AMERICAS, INC.' matches SEC issuer 'JONES LANG LASALLE INC' (JLL)	2026-07-18
eee287d8-87a3-eb52-5f8d-dfbffe684f3e-C	AT&T CORP.,	T	own-name	Recipient name 'AT&T CORP.,' matches SEC issuer 'AT&T INC.' (T)	2026-07-18
ef6337ce-be34-980c-d110-5c0e70f2a666-C	ARCHER-DANIELS-MIDLAND COMPANY	ADM	own-name	Recipient name 'ARCHER-DANIELS-MIDLAND COMPANY' matches SEC issuer 'Archer-Daniels-Midland Co' (ADM)	2026-07-18
f09ed3a7-cbd4-f4d6-046d-eb0780590412-C	GENERAL DYNAMICS MISSION SYSTEMS, INC.	GD	parent-name	SAM.gov parent 'GENERAL DYNAMICS CORP' matches SEC issuer 'GENERAL DYNAMICS CORP' (GD); subsidiary 'GENERAL DYNAMICS MISSION SYSTEMS, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('GENERAL DYNAMICS MISSION SYSTEMS, INC.' carries issuer brand)	2026-07-18
f1e4ed58-f006-1f6f-b3ba-64a95aab33ca-C	CISCO SYSTEMS INC	CSCO	own-name	Recipient name 'CISCO SYSTEMS INC' matches SEC issuer 'CISCO SYSTEMS, INC.' (CSCO)	2026-07-18
f21cd6d7-6141-944c-de87-681087f8af47-C	UNITED PARCEL SERVICE INC	UPS	own-name	Recipient name 'UNITED PARCEL SERVICE INC' matches SEC issuer 'UNITED PARCEL SERVICE INC' (UPS)	2026-07-18
f35c9c9a-89ed-d462-289b-743fc763f45e-C	SERVICENOW, INC.	NOW	own-name	Recipient name 'SERVICENOW, INC.' matches SEC issuer 'ServiceNow, Inc.' (NOW)	2026-07-18
f6af6197-5083-ed76-befd-626783ccaf59-C	HONEYWELL INTERNATIONAL INC	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
f7268051-dfb6-e5cf-ab3d-11235ea4137f-C	ICF INCORPORATED, L.L.C.	ICFI	parent-name	SAM.gov parent 'ICF INTERNATIONAL, INC.' matches SEC issuer 'ICF International, Inc.' (ICFI); subsidiary 'ICF INCORPORATED, L.L.C.' per SAM.gov hierarchy; brand-consistent subsidiary name ('ICF INCORPORATED, L.L.C.' carries issuer brand)	2026-07-18
f740eb86-a84e-ddf4-03cf-fe9834b257e5-C	ABBOTT LABORATORIES INC.	ABT	own-name	Recipient name 'ABBOTT LABORATORIES INC.' matches SEC issuer 'ABBOTT LABORATORIES' (ABT)	2026-07-18
fc81edc3-d3a1-9355-9626-50780edaadec-C	COSTAR REALTY INFORMATION, INC.	CSGP	parent-name	SAM.gov parent 'COSTAR GROUP, INC.' matches SEC issuer 'COSTAR GROUP, INC.' (CSGP); subsidiary 'COSTAR REALTY INFORMATION, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('COSTAR REALTY INFORMATION, INC.' carries issuer brand)	2026-07-18
fdd413b6-1bf7-ad06-7ddf-4a3fb13aba51-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
fe89c119-4838-f4be-408f-67bf85f6c40e-C	WILLIS TOWERS WATSON US LLC	WTW	own-name	Recipient name 'WILLIS TOWERS WATSON US LLC' matches SEC issuer 'WILLIS TOWERS WATSON PLC' (WTW)	2026-07-18
ffca72e5-fba2-798a-6969-2a6c45e9f985-C	BOOZ ALLEN HAMILTON INC	BAH	own-name	Recipient name 'BOOZ ALLEN HAMILTON INC' matches SEC issuer 'Booz Allen Hamilton Holding Corp' (BAH)	2026-07-18
