recipient_key	recipient_name	ticker	basis	evidence	confirmed_at
4b338935-1fe1-e136-3ef3-dbe01c516fbd-C	DERCO AEROSPACE, INC.	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'DERCO AEROSPACE, INC.' per SAM.gov hierarchy	2026-07-18
4b777065-0adb-34ac-c8e1-f0d179d81b63-C	BIO-RAD LABORATORIES, INC.	BIO	own-name	Recipient name 'BIO-RAD LABORATORIES, INC.' matches SEC issuer 'BIO-RAD LABORATORIES, INC.' (BIO)	2026-07-18
4b893934-0e74-c4ac-f525-6a2beb1f7b32-C	ABBOTT LABORATORIES INC.	ABT	own-name	Recipient name 'ABBOTT LABORATORIES INC.' matches SEC issuer 'ABBOTT LABORATORIES' (ABT)	2026-07-18
4bd73aa7-7f60-a3d9-4397-54df40f279f6-C	INSPIRE MEDICAL SYSTEMS, INC.	INSP	own-name	Recipient name 'INSPIRE MEDICAL SYSTEMS, INC.' matches SEC issuer 'Inspire Medical Systems, Inc.' (INSP)	2026-07-18
4c3d8bed-0309-8dd4-8279-e0fa623505f2-C	VECTREN ENERGY DELIVERY OF OHIO, LLC	CNP	parent-name	SAM.gov parent 'CENTERPOINT ENERGY, INC.' matches SEC issuer 'CENTERPOINT ENERGY INC' (CNP); subsidiary 'VECTREN ENERGY DELIVERY OF OHIO, LLC' per SAM.gov hierarchy	2026-07-18
4cae6b4e-1ccc-101c-c2bc-368bcd4e5340-C	RAYTHEON COMPANY	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'RAYTHEON COMPANY' per SAM.gov hierarchy	2026-07-18
4d954735-5a17-9d2f-f9ad-bd508ab2d168-C	FISHER SCIENTIFIC COMPANY L.L.C.	TMO	parent-name	SAM.gov parent 'THERMO FISHER SCIENTIFIC INC.' matches SEC issuer 'THERMO FISHER SCIENTIFIC INC.' (TMO); subsidiary 'FISHER SCIENTIFIC COMPANY L.L.C.' per SAM.gov hierarchy	2026-07-18
4dc93a45-67c0-81d9-c200-dc69b5cdcf76-C	WASTE MANAGEMENT OF MINNESOTA, INC.	WM	parent-name	SAM.gov parent 'WASTE MANAGEMENT, INC.' matches SEC issuer 'WASTE MANAGEMENT INC' (WM); subsidiary 'WASTE MANAGEMENT OF MINNESOTA, INC.' per SAM.gov hierarchy	2026-07-18
4e27a227-9e6f-eae8-b53b-d4f80d11cfef-C	INTERNATIONAL BUSINESS MACHINES CORPORATION	IBM	own-name	Recipient name 'INTERNATIONAL BUSINESS MACHINES CORPORATION' matches SEC issuer 'INTERNATIONAL BUSINESS MACHINES CORP' (IBM)	2026-07-18
4ebe5797-a7aa-41d5-c055-4fb073a3804e-C	LOCKHEED MARTIN SERVICES, LLC	LMT	own-name	Recipient name 'LOCKHEED MARTIN SERVICES, LLC' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
4f309755-a9a2-cb5a-a1e4-6b613f056590-C	UNITED RENTALS (NORTH AMERICA), INC.	URI	own-name	Recipient name 'UNITED RENTALS (NORTH AMERICA), INC.' matches SEC issuer 'UNITED RENTALS, INC.' (URI)	2026-07-18
5068bf75-a8a3-af40-b3a0-ba93566e89e1-C	JOHNSON CONTROLS SECURITY SOLUTIONS LLC	JCI	parent-name	SAM.gov parent 'JOHNSON CONTROLS, INC.' matches SEC issuer 'Johnson Controls International plc' (JCI); subsidiary 'JOHNSON CONTROLS SECURITY SOLUTIONS LLC' per SAM.gov hierarchy	2026-07-18
5099e6a7-7a4e-921b-9375-d64b9383d38e-C	OTIS ELEVATOR COMPANY	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'OTIS ELEVATOR COMPANY' per SAM.gov hierarchy	2026-07-18
512f160b-e5b9-7039-89f7-9b78c6367ee9-C	KNOLL, INC.	MLKN	parent-name	SAM.gov parent 'MILLERKNOLL INC' matches SEC issuer 'MILLERKNOLL, INC.' (MLKN); subsidiary 'KNOLL, INC.' per SAM.gov hierarchy	2026-07-18
5139d3f2-159b-be39-2cfa-5b5eb8b17caf-C	JOHNSON CONTROLS FIRE PROTECTION LP	JCI	parent-name	SAM.gov parent 'JOHNSON CONTROLS, INC.' matches SEC issuer 'Johnson Controls International plc' (JCI); subsidiary 'JOHNSON CONTROLS FIRE PROTECTION LP' per SAM.gov hierarchy	2026-07-18
51bc164d-0975-136d-3fb5-d67ade0957a7-C	RAYTHEON COMPANY	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'RAYTHEON COMPANY' per SAM.gov hierarchy	2026-07-18
51bcdd60-3b39-c1e0-eb40-86dc589989c5-C	CUMMINS INC	CMI	own-name	Recipient name 'CUMMINS INC' matches SEC issuer 'CUMMINS INC' (CMI)	2026-07-18
52a30156-c031-3fed-cf47-acdeb13d29dd-C	BOSTON SCIENTIFIC NEUROMODULATION CORP	BSX	parent-name	SAM.gov parent 'BOSTON SCIENTIFIC CORP' matches SEC issuer 'BOSTON SCIENTIFIC CORP' (BSX); subsidiary 'BOSTON SCIENTIFIC NEUROMODULATION CORP' per SAM.gov hierarchy	2026-07-18
53ffa4ca-993b-c29c-d8d4-e8e916d4176b-C	MARRIOTT INTERNATIONAL INC	RHP	parent-name	SAM.gov parent 'RYMAN HOSPITALITY PROPERTIES, INC.' matches SEC issuer 'Ryman Hospitality Properties, Inc.' (RHP); subsidiary 'MARRIOTT INTERNATIONAL INC' per SAM.gov hierarchy	2026-07-18
5487725e-5e9d-21a3-1fbd-6b8aa9244a20-C	ROLLER BEARING COMPANY OF AMERICA, INC.	RBC	parent-name	SAM.gov parent 'RBC BEARINGS INCORPORATED' matches SEC issuer 'RBC Bearings INC' (RBC); subsidiary 'ROLLER BEARING COMPANY OF AMERICA, INC.' per SAM.gov hierarchy	2026-07-18
5611c685-611f-82c0-fd9a-1f336e1d40a4-C	KFT FIRE TRAINER LLC	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'KFT FIRE TRAINER LLC' per SAM.gov hierarchy	2026-07-18
5630d744-6d7b-3bff-9a76-fe728ed0174d-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
56c8509b-9988-e84a-17fe-52cbe407282f-C	MITCHELL REPAIR INFORMATION CO LLC	SNA	parent-name	SAM.gov parent 'SNAP-ON INCORPORATED' matches SEC issuer 'Snap-on Inc' (SNA); subsidiary 'MITCHELL REPAIR INFORMATION CO LLC' per SAM.gov hierarchy	2026-07-18
58465eb6-2fbe-cf76-0826-be3fa0af837b-C	SIKORSKY SUPPORT SERVICES INC	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'SIKORSKY SUPPORT SERVICES INC' per SAM.gov hierarchy	2026-07-18
5ad7895c-192b-21cd-8baf-92c6dce0b593-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
5b3db994-356c-dd09-c567-c688e10ac628-C	GOODRICH CORPORATION	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'GOODRICH CORPORATION' per SAM.gov hierarchy	2026-07-18
5d3f395a-6b3c-bba7-ee28-21685a44fed4-C	RLJ III - EM WEST PALM BEACH LESSEE, LLC	RLJ	parent-name	SAM.gov parent 'RLJ LODGING TRUST' matches SEC issuer 'RLJ Lodging Trust' (RLJ); subsidiary 'RLJ III - EM WEST PALM BEACH LESSEE, LLC' per SAM.gov hierarchy	2026-07-18
5daa87a2-241b-06ff-9438-17a3957c57cd-C	LOCKHEED MARTIN GLOBAL, INC.	LMT	parent-name	SAM.gov parent 'LOCKHEED MARTIN CORP' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT); subsidiary 'LOCKHEED MARTIN GLOBAL, INC.' per SAM.gov hierarchy	2026-07-18
5e095ef9-a461-36e2-8a63-2c89a2f13900-C	SYSCO CORP	SYY	own-name	Recipient name 'SYSCO CORP' matches SEC issuer 'SYSCO CORP' (SYY)	2026-07-18
5e62d7b1-b71e-8283-8703-1391e3c4d6a0-C	UNITED PARCEL SERVICE, INC.	UPS	own-name	Recipient name 'UNITED PARCEL SERVICE, INC.' matches SEC issuer 'UNITED PARCEL SERVICE INC' (UPS)	2026-07-18
5e6a1f1c-4805-89b3-1dd7-4f7d61a9e8e2-C	CANON U.S.A., INC.	CAJPY	parent-name	SAM.gov parent 'CANON INC.' matches SEC issuer 'CANON INC' (CAJPY); subsidiary 'CANON U.S.A., INC.' per SAM.gov hierarchy	2026-07-18
5efd1069-d7f9-0bc5-33e7-ab8fcbbe9cf9-C	SYNOPSYS, INC.	SNPS	own-name	Recipient name 'SYNOPSYS, INC.' matches SEC issuer 'SYNOPSYS INC' (SNPS)	2026-07-18
62c486be-b101-ea2f-e0c1-4f3bf00a305b-C	HONEYWELL INTERNATIONAL INC.	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
645df5f2-66e3-8d2b-a612-3bff6ed3da30-C	AMAZON WEB SERVICES, INC.	AMZN	parent-name	SAM.gov parent 'AMAZON.COM, INC.' matches SEC issuer 'AMAZON COM INC' (AMZN); subsidiary 'AMAZON WEB SERVICES, INC.' per SAM.gov hierarchy	2026-07-18
681621e2-199c-1489-ce07-823b2d82bf16-C	GOODRICH CORPORATION	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'GOODRICH CORPORATION' per SAM.gov hierarchy	2026-07-18
69204f07-d0a2-c645-1397-00236971fd4d-C	INTERNATIONAL BUSINESS MACHINES CORPORATION	IBM	own-name	Recipient name 'INTERNATIONAL BUSINESS MACHINES CORPORATION' matches SEC issuer 'INTERNATIONAL BUSINESS MACHINES CORP' (IBM)	2026-07-18
6920a0c2-36ca-bd03-b598-32666c18626a-C	SPRINT COMMUNICATIONS CO LP	TMUS	parent-name	SAM.gov parent 'T-MOBILE US, INC.' matches SEC issuer 'T-Mobile US, Inc.' (TMUS); subsidiary 'SPRINT COMMUNICATIONS CO LP' per SAM.gov hierarchy	2026-07-18
6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
6d4d60f0-b0bb-dc2c-4a48-e9d65476777d-C	JACK HENRY & ASSOCIATES, INC.	JKHY	own-name	Recipient name 'JACK HENRY & ASSOCIATES, INC.' matches SEC issuer 'JACK HENRY & ASSOCIATES INC' (JKHY)	2026-07-18
6e7a895c-aa57-8600-2a8a-4e237f6213f6-C	LOCKHEED MARTIN CORP	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORP' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
6eda3ee1-f612-3b12-8ada-a920384dd80b-C	JOHNSON CONTROLS GOVERNMENT SYSTEMS, LLC	JCI	parent-name	SAM.gov parent 'JOHNSON CONTROLS, INC.' matches SEC issuer 'Johnson Controls International plc' (JCI); subsidiary 'JOHNSON CONTROLS GOVERNMENT SYSTEMS, LLC' per SAM.gov hierarchy	2026-07-18
6f092509-207f-6c70-3116-f871ddf4fde6-C	SIRCHIE ACQUISITION CO LLC	RJF	parent-name	SAM.gov parent 'RAYMOND JAMES FINANCIAL  INC.' matches SEC issuer 'RAYMOND JAMES FINANCIAL INC' (RJF); subsidiary 'SIRCHIE ACQUISITION CO LLC' per SAM.gov hierarchy	2026-07-18
6f82dd8b-4c28-12ab-8d02-6e7f207dad8b-C	BRANTNER AND ASSOCIATES, INC.	TEL	parent-name	SAM.gov parent 'TE CONNECTIVITY LTD.' matches SEC issuer 'TE Connectivity plc' (TEL); subsidiary 'BRANTNER AND ASSOCIATES, INC.' per SAM.gov hierarchy	2026-07-18
6ffc4386-853e-ef89-67e8-22c28ddcf15c-C	INTERNATIONAL BUSINESS MACHINES CORPORATION	IBM	own-name	Recipient name 'INTERNATIONAL BUSINESS MACHINES CORPORATION' matches SEC issuer 'INTERNATIONAL BUSINESS MACHINES CORP' (IBM)	2026-07-18
707d6ba0-1a69-315e-5c43-ed322b2029ed-C	YOUNG & RUBICAM LLC	WPP	parent-name	SAM.gov parent 'WPP PLC' matches SEC issuer 'WPP plc' (WPP); subsidiary 'YOUNG & RUBICAM LLC' per SAM.gov hierarchy	2026-07-18
71a58244-ee49-c0e8-764f-0103af941762-C	MILLERKNOLL INC	MLKN	own-name	Recipient name 'MILLERKNOLL INC' matches SEC issuer 'MILLERKNOLL, INC.' (MLKN)	2026-07-18
71b54b3f-92e0-d636-616b-6bff5be7d76e-C	NUVASIVE CLINICAL SERVICES MONITORING, INC.	GMED	parent-name	SAM.gov parent 'GLOBUS MEDICAL, INC.' matches SEC issuer 'GLOBUS MEDICAL INC' (GMED); subsidiary 'NUVASIVE CLINICAL SERVICES MONITORING, INC.' per SAM.gov hierarchy	2026-07-18
72559450-0f09-e12b-024d-743eeeffb054-C	HONEYWELL INTERNATIONAL INC.	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
7261cb38-689d-0370-e6db-897eb1e5aa32-C	AURIS HEALTH, INC	JNJ	parent-name	SAM.gov parent 'JOHNSON & JOHNSON' matches SEC issuer 'JOHNSON & JOHNSON' (JNJ); subsidiary 'AURIS HEALTH, INC' per SAM.gov hierarchy	2026-07-18
72827cbd-31d1-c872-d5b4-0c9b25253f7d-C	SNAP-ON TOOLS INTERNATIONAL, LLC	SNA	parent-name	SAM.gov parent 'SNAP-ON INCORPORATED' matches SEC issuer 'Snap-on Inc' (SNA); subsidiary 'SNAP-ON TOOLS INTERNATIONAL, LLC' per SAM.gov hierarchy	2026-07-18
72cdcd20-1c98-67b4-b744-6c119c53377a-C	FLOWERS BAKING CO OF DENTON, LLC	FLO	parent-name	SAM.gov parent 'FLOWERS FOODS INC' matches SEC issuer 'FLOWERS FOODS INC' (FLO); subsidiary 'FLOWERS BAKING CO OF DENTON, LLC' per SAM.gov hierarchy	2026-07-18
73e4ede0-fada-8100-d103-da8154e69dd3-C	B9 SELECT RESI VA OWNER LLC	RHP	parent-name	SAM.gov parent 'RYMAN HOSPITALITY PROPERTIES, INC.' matches SEC issuer 'Ryman Hospitality Properties, Inc.' (RHP); subsidiary 'B9 SELECT RESI VA OWNER LLC' per SAM.gov hierarchy	2026-07-18
769befe2-3919-53e9-5f0f-430397a863b0-C	SOUTHWEST GAS CORPORATION	SWX	own-name	Recipient name 'SOUTHWEST GAS CORPORATION' matches SEC issuer 'Southwest Gas Holdings, Inc.' (SWX)	2026-07-18
7743786a-287f-b18c-2bc2-3bdc23e728a4-C	HEALTHEQUITY, INC.	HQY	own-name	Recipient name 'HEALTHEQUITY, INC.' matches SEC issuer 'HEALTHEQUITY, INC.' (HQY)	2026-07-18
779b3e3e-364f-7cbc-28a4-a2b4484b86f4-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
77ac8374-ea6a-12e4-de3d-54719e3a0bcf-C	HONEYWELL INTERNATIONAL INC	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
784eb51b-b1af-f697-80e4-06385f31b860-C	CEB INC.	IT	parent-name	SAM.gov parent 'GARTNER, INC.' matches SEC issuer 'GARTNER INC' (IT); subsidiary 'CEB INC.' per SAM.gov hierarchy	2026-07-18
785f8c2a-77bb-b4db-c19a-08d6d86d19a6-C	HONEYWELL INTERNATIONAL INC.	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
7a954f30-eada-36b9-2b45-2db412908b7a-C	SIKORSKY AIRCRAFT CORPORATION	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'SIKORSKY AIRCRAFT CORPORATION' per SAM.gov hierarchy	2026-07-18
7d1eac33-f87a-7f1c-3029-054d8e5684b5-C	CLOUDFLARE, INC.	NET	own-name	Recipient name 'CLOUDFLARE, INC.' matches SEC issuer 'Cloudflare, Inc.' (NET)	2026-07-18
7fa3419d-995b-54ec-dfec-78f878e0b59e-C	FACTSET RESEARCH SYSTEMS INC.	FDS	own-name	Recipient name 'FACTSET RESEARCH SYSTEMS INC.' matches SEC issuer 'FACTSET RESEARCH SYSTEMS INC' (FDS)	2026-07-18
800b0df9-146e-cc59-ed59-d0bc4caf9664-C	CANON U.S.A., INC.	CAJPY	parent-name	SAM.gov parent 'CANON INC.' matches SEC issuer 'CANON INC' (CAJPY); subsidiary 'CANON U.S.A., INC.' per SAM.gov hierarchy	2026-07-18
80d7942d-de44-b391-8c3b-ecd05b5dbe53-C	GENERAL DYNAMICS MISSION SYSTEMS, INC.	GD	parent-name	SAM.gov parent 'GENERAL DYNAMICS CORP' matches SEC issuer 'GENERAL DYNAMICS CORP' (GD); subsidiary 'GENERAL DYNAMICS MISSION SYSTEMS, INC.' per SAM.gov hierarchy	2026-07-18
819a698f-debc-805d-90bf-b64413f35fdc-C	CANON MEDICAL SYSTEMS USA, INC	CAJPY	parent-name	SAM.gov parent 'CANON INC.' matches SEC issuer 'CANON INC' (CAJPY); subsidiary 'CANON MEDICAL SYSTEMS USA, INC' per SAM.gov hierarchy	2026-07-18
827c3318-8db6-971f-be93-aa9ec4468d03-C	RTX BBN TECHNOLOGIES, INC.	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'RTX BBN TECHNOLOGIES, INC.' per SAM.gov hierarchy	2026-07-18
8331bcf2-039d-6e60-51ec-f9df98c68887-C	GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.	GD	parent-name	SAM.gov parent 'GENERAL DYNAMICS CORP' matches SEC issuer 'GENERAL DYNAMICS CORP' (GD); subsidiary 'GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.' per SAM.gov hierarchy	2026-07-18
84655a23-e9d4-3888-de97-8d9f8550c9f2-C	ENCORE MEDICAL, L.P.	BX	parent-name	SAM.gov parent 'BLACKSTONE INC.' matches SEC issuer 'Blackstone Inc.' (BX); subsidiary 'ENCORE MEDICAL, L.P.' per SAM.gov hierarchy	2026-07-18
878a2f09-eee2-eacc-bb11-94e1af5dd653-C	JOHNSON CONTROLS INC	JCI	own-name	Recipient name 'JOHNSON CONTROLS INC' matches SEC issuer 'Johnson Controls International plc' (JCI)	2026-07-18
88199f05-5712-54a6-7917-601ddc851cc4-C	JOHNSON CONTROLS BUILDING AUTOMATION SYSTEMS, LLC	JCI	parent-name	SAM.gov parent 'JOHNSON CONTROLS, INC.' matches SEC issuer 'Johnson Controls International plc' (JCI); subsidiary 'JOHNSON CONTROLS BUILDING AUTOMATION SYSTEMS, LLC' per SAM.gov hierarchy	2026-07-18
895ae7a7-a463-07eb-91e9-7f9ad1b958da-C	FELCOR UNION SQUARE LESSEE, LLC	RLJ	parent-name	SAM.gov parent 'RLJ LODGING TRUST' matches SEC issuer 'RLJ Lodging Trust' (RLJ); subsidiary 'FELCOR UNION SQUARE LESSEE, LLC' per SAM.gov hierarchy	2026-07-18
8a26c273-aa5b-a586-2c99-20a1b5710129-C	AT&T CORP.	T	own-name	Recipient name 'AT&T CORP.' matches SEC issuer 'AT&T INC.' (T)	2026-07-18
8a580323-b93b-d883-9ee2-312490d8c03a-C	WASTE MANAGEMENT OF PENNSYLVANIA, INC.	WM	parent-name	SAM.gov parent 'WASTE MANAGEMENT, INC.' matches SEC issuer 'WASTE MANAGEMENT INC' (WM); subsidiary 'WASTE MANAGEMENT OF PENNSYLVANIA, INC.' per SAM.gov hierarchy	2026-07-18
8cac1796-b994-6d54-94d4-00cd00e4a075-C	ABBOTT RAPID DX NORTH AMERICA LLC	ABT	parent-name	SAM.gov parent 'ABBOTT LABORATORIES' matches SEC issuer 'ABBOTT LABORATORIES' (ABT); subsidiary 'ABBOTT RAPID DX NORTH AMERICA LLC' per SAM.gov hierarchy	2026-07-18
8ccdac14-ed77-83af-da40-58f2073e887e-C	PERSONNEL DECISIONS RESEARCH INSTITUTES, LLC	IT	parent-name	SAM.gov parent 'GARTNER, INC.' matches SEC issuer 'GARTNER INC' (IT); subsidiary 'PERSONNEL DECISIONS RESEARCH INSTITUTES, LLC' per SAM.gov hierarchy	2026-07-18
8e28d0b8-5297-7835-1f69-8fce707daf27-C	INTUITIVE SURGICAL INC	ISRG	own-name	Recipient name 'INTUITIVE SURGICAL INC' matches SEC issuer 'INTUITIVE SURGICAL INC' (ISRG)	2026-07-18
8e3a2ef5-3697-f6f3-5f35-a4c008071d6b-C	GLOBUS MEDICAL, INC.	GMED	own-name	Recipient name 'GLOBUS MEDICAL, INC.' matches SEC issuer 'GLOBUS MEDICAL INC' (GMED)	2026-07-18
8ff89796-7e33-ce57-e468-ec4d4448b866-C	RSA SECURITY LLC	DELL	parent-name	SAM.gov parent 'DELL TECHNOLOGIES INC.' matches SEC issuer 'Dell Technologies Inc.' (DELL); subsidiary 'RSA SECURITY LLC' per SAM.gov hierarchy	2026-07-18
90e456fc-97f0-9098-9e66-36975f0f3770-C	L. L. ROWE COMPANY	TEL	parent-name	SAM.gov parent 'TE CONNECTIVITY LTD.' matches SEC issuer 'TE Connectivity plc' (TEL); subsidiary 'L. L. ROWE COMPANY' per SAM.gov hierarchy	2026-07-18
91b0761f-a2de-b7fd-1e40-b8988212371d-C	MARRIOTT INTERNATIONAL, INC.	RHP	parent-name	SAM.gov parent 'RYMAN HOSPITALITY PROPERTIES, INC.' matches SEC issuer 'Ryman Hospitality Properties, Inc.' (RHP); subsidiary 'MARRIOTT INTERNATIONAL, INC.' per SAM.gov hierarchy	2026-07-18
925ebbdb-01c8-326b-4110-acb8fd5a7414-C	MEARS GROUP INC	PWR	parent-name	SAM.gov parent 'QUANTA SERVICES, INC.' matches SEC issuer 'QUANTA SERVICES, INC.' (PWR); subsidiary 'MEARS GROUP INC' per SAM.gov hierarchy	2026-07-18
92758004-9797-9b84-aca3-932d2c0322e5-C	COINBASE INC	COIN	parent-name	SAM.gov parent 'COINBASE GLOBAL  INC' matches SEC issuer 'Coinbase Global, Inc.' (COIN); subsidiary 'COINBASE INC' per SAM.gov hierarchy	2026-07-18
928e25a1-e379-d2e2-3294-32c9d3159947-C	CARRIER ENTERPRISE, LLC	WSO	parent-name	SAM.gov parent 'WATSCO, INC.' matches SEC issuer 'WATSCO INC' (WSO); subsidiary 'CARRIER ENTERPRISE, LLC' per SAM.gov hierarchy	2026-07-18
93fb1b1c-53e8-fc01-bcb6-b6a7af1273b1-C	BOOZ ALLEN HAMILTON ENGINEERING SERVICES, LLC	BAH	parent-name	SAM.gov parent 'BOOZ ALLEN HAMILTON HOLDING CORPORATION' matches SEC issuer 'Booz Allen Hamilton Holding Corp' (BAH); subsidiary 'BOOZ ALLEN HAMILTON ENGINEERING SERVICES, LLC' per SAM.gov hierarchy	2026-07-18
9499aa66-87aa-0f1a-10f0-a581034359c9-C	GRIMES AEROSPACE COMPANY	HON	parent-name	SAM.gov parent 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON); subsidiary 'GRIMES AEROSPACE COMPANY' per SAM.gov hierarchy	2026-07-18
953b6e49-f189-0070-008e-9abed09925ac-C	HONEYWELL AEROSPACE YEOVIL	HON	parent-name	SAM.gov parent 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON); subsidiary 'HONEYWELL AEROSPACE YEOVIL' per SAM.gov hierarchy	2026-07-18
9598a33d-4e64-adda-a1b0-34603409a4cd-C	ACCLARENT, INC	JNJ	parent-name	SAM.gov parent 'JOHNSON & JOHNSON' matches SEC issuer 'JOHNSON & JOHNSON' (JNJ); subsidiary 'ACCLARENT, INC' per SAM.gov hierarchy	2026-07-18
963017a4-7c44-8029-c07b-ea24185fdc8a-C	BLACKROCK FINANCIAL MANAGEMENT INC	BLK	parent-name	SAM.gov parent 'BLACKROCK, INC.' matches SEC issuer 'BlackRock, Inc.' (BLK); subsidiary 'BLACKROCK FINANCIAL MANAGEMENT INC' per SAM.gov hierarchy	2026-07-18
9657d2d6-ea0a-6d43-d3d2-56f93a9384af-C	HONEYWELL INTERNATIONAL INC.	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
96c5fa29-f046-fa3e-3112-e548ee6a526f-C	SOLAR TURBINES INCORPORATED	CAT	parent-name	SAM.gov parent 'CATERPILLAR INC.' matches SEC issuer 'CATERPILLAR INC' (CAT); subsidiary 'SOLAR TURBINES INCORPORATED' per SAM.gov hierarchy	2026-07-18
98183ce7-7fa7-ff61-3b5e-060fc0a294e2-C	FISHER SCIENTIFIC COMPANY L.L.C.	TMO	parent-name	SAM.gov parent 'THERMO FISHER SCIENTIFIC INC.' matches SEC issuer 'THERMO FISHER SCIENTIFIC INC.' (TMO); subsidiary 'FISHER SCIENTIFIC COMPANY L.L.C.' per SAM.gov hierarchy	2026-07-18
99ca957e-94d5-66a2-9d4a-8ff0601e794d-C	AVAGO TECHNOLOGIES US INC	AVGO	parent-name	SAM.gov parent 'BROADCOM INC.' matches SEC issuer 'Broadcom Inc.' (AVGO); subsidiary 'AVAGO TECHNOLOGIES US INC' per SAM.gov hierarchy	2026-07-18
9b96a5e8-7aa6-15db-84f2-0c3878e4aaba-C	CITIBANK, N.A.	C	parent-name	SAM.gov parent 'CITIGROUP INC.' matches SEC issuer 'CITIGROUP INC' (C); subsidiary 'CITIBANK, N.A.' per SAM.gov hierarchy	2026-07-18
9bca02d6-dc64-52ba-4d3e-bc5b38b1f6a5-C	CATERPILLAR INC	CAT	own-name	Recipient name 'CATERPILLAR INC' matches SEC issuer 'CATERPILLAR INC' (CAT)	2026-07-18
9c282e38-d785-86bf-6733-2065159b2919-C	JOHNSON CONTROLS, INC	JCI	own-name	Recipient name 'JOHNSON CONTROLS, INC' matches SEC issuer 'Johnson Controls International plc' (JCI)	2026-07-18
9ca06d06-287d-7bc5-0748-b773d09f12eb-C	T-MOBILE USA, INC.	TMUS	own-name	Recipient name 'T-MOBILE USA, INC.' matches SEC issuer 'T-Mobile US, Inc.' (TMUS)	2026-07-18
9dc269de-4b2d-9035-9d39-749ff3661031-C	GEIGER INTERNATIONAL INC	MLKN	parent-name	SAM.gov parent 'MILLERKNOLL INC' matches SEC issuer 'MILLERKNOLL, INC.' (MLKN); subsidiary 'GEIGER INTERNATIONAL INC' per SAM.gov hierarchy	2026-07-18
9e483c5d-7352-28b3-89dd-33052a121331-C	CUMMINS POWER GENERATION INC.	CMI	parent-name	SAM.gov parent 'CUMMINS INC.' matches SEC issuer 'CUMMINS INC' (CMI); subsidiary 'CUMMINS POWER GENERATION INC.' per SAM.gov hierarchy	2026-07-18
